ts,DMC Building 1 Data Quality Tests Dup of AHU_04_B1 Return Air Temp,DMC Building 1 Data Quality Tests New-Point
2023-03-15T03:20:00+04:00 Dubai,23.822233200073242°C,34.15%
2023-03-15T03:25:00+04:00 Dubai,23.822233200073242°C,34.15%
2023-03-15T03:30:00+04:00 Dubai,23.822233200073242°C,34.15%
2023-03-15T03:35:00+04:00 Dubai,23.67237091064453°C,34.15%
2023-03-15T03:40:00+04:00 Dubai,23.67237091064453°C,34.15%
2023-03-15T03:45:00+04:00 Dubai,23.67237091064453°C,34.15%
2023-03-15T03:50:00+04:00 Dubai,23.523040771484375°C,34.15%
2023-03-15T03:55:00+04:00 Dubai,23.523040771484375°C,34.15%
2023-03-15T04:00:00+04:00 Dubai,23.523040771484375°C,34.15%
2023-03-15T04:05:00+04:00 Dubai,23.523040771484375°C,34.15%
2023-03-15T04:10:00+04:00 Dubai,23.523040771484375°C,34.15%
2023-03-15T04:15:00+04:00 Dubai,23.523040771484375°C,34.15%
2023-03-15T04:20:00+04:00 Dubai,23.373931884765625°C,34.15%
2023-03-15T04:25:00+04:00 Dubai,23.373931884765625°C,34.15%
2023-03-15T04:30:00+04:00 Dubai,23.373931884765625°C,34.15%
2023-03-15T04:35:00+04:00 Dubai,23.373931884765625°C,34.15%
2023-03-15T04:40:00+04:00 Dubai,23.373931884765625°C,34.15%
2023-03-15T04:45:00+04:00 Dubai,23.373931884765625°C,34.15%
2023-03-15T04:50:00+04:00 Dubai,23.373931884765625°C,34.15%
2023-03-15T04:55:00+04:00 Dubai,23.373931884765625°C,34.15%
2023-03-15T05:00:00+04:00 Dubai,23.373931884765625°C,34.15%
2023-03-15T05:05:00+04:00 Dubai,23.373931884765625°C,34.15%
2023-03-15T05:10:00+04:00 Dubai,23.373931884765625°C,34.15%
2023-03-15T05:15:00+04:00 Dubai,23.373931884765625°C,34.15%
2023-03-15T05:20:00+04:00 Dubai,23.373931884765625°C,34.15%
2023-03-15T05:25:00+04:00 Dubai,23.373931884765625°C,34.15%
2023-03-15T05:30:00+04:00 Dubai,23.373931884765625°C,34.15%
2023-03-15T05:35:00+04:00 Dubai,23.373931884765625°C,34.15%
2023-03-15T05:40:00+04:00 Dubai,23.373931884765625°C,34.15%
2023-03-15T05:45:00+04:00 Dubai,23.52307891845703°C,34.15%
2023-03-15T05:50:00+04:00 Dubai,23.52307891845703°C,34.15%
2023-03-15T05:55:00+04:00 Dubai,23.52307891845703°C,34.15%
2023-03-15T06:00:00+04:00 Dubai,23.52307891845703°C,34.15%
2023-03-15T06:05:00+04:00 Dubai,23.52307891845703°C,34.15%
2023-03-15T06:10:00+04:00 Dubai,23.52307891845703°C,34.15%
2023-03-15T06:15:00+04:00 Dubai,23.671649932861328°C,34.15%
2023-03-15T06:20:00+04:00 Dubai,23.671649932861328°C,34.15%
2023-03-15T06:25:00+04:00 Dubai,23.671649932861328°C,34.15%
2023-03-15T06:30:00+04:00 Dubai,23.671649932861328°C,34.15%
2023-03-15T06:35:00+04:00 Dubai,23.671649932861328°C,34.15%
2023-03-15T06:40:00+04:00 Dubai,23.82019805908203°C,34.15%
2023-03-15T06:45:00+04:00 Dubai,23.82019805908203°C,34.15%
2023-03-15T06:50:00+04:00 Dubai,23.82019805908203°C,34.15%
2023-03-15T06:55:00+04:00 Dubai,23.82019805908203°C,34.15%
2023-03-15T07:00:00+04:00 Dubai,23.82019805908203°C,34.15%
2023-03-15T07:05:00+04:00 Dubai,23.82019805908203°C,34.15%
2023-03-15T07:10:00+04:00 Dubai,23.82019805908203°C,34.15%
2023-03-15T07:15:00+04:00 Dubai,23.82019805908203°C,34.15%
2023-03-15T07:20:00+04:00 Dubai,23.82019805908203°C,34.15%
2023-03-15T07:25:00+04:00 Dubai,23.82019805908203°C,34.15%
2023-03-15T07:30:00+04:00 Dubai,23.82019805908203°C,34.15%
2023-03-15T07:35:00+04:00 Dubai,23.82019805908203°C,34.15%
2023-03-15T07:40:00+04:00 Dubai,23.82019805908203°C,34.15%
2023-03-15T07:45:00+04:00 Dubai,23.970203399658203°C,34.15%
2023-03-15T07:50:00+04:00 Dubai,23.970203399658203°C,34.15%
2023-03-15T07:55:00+04:00 Dubai,23.970203399658203°C,34.15%
2023-03-15T08:00:00+04:00 Dubai,23.970203399658203°C,34.15%
2023-03-15T08:05:00+04:00 Dubai,23.970203399658203°C,34.15%
2023-03-15T08:10:00+04:00 Dubai,24.119205474853516°C,34.15%
2023-03-15T08:15:00+04:00 Dubai,24.119205474853516°C,34.15%
2023-03-15T08:20:00+04:00 Dubai,24.119205474853516°C,34.15%
2023-03-15T08:25:00+04:00 Dubai,24.26778221130371°C,35.19%
2023-03-15T08:30:00+04:00 Dubai,24.26778221130371°C,35.19%
2023-03-15T08:35:00+04:00 Dubai,24.26778221130371°C,36.32%
2023-03-15T08:40:00+04:00 Dubai,24.26778221130371°C,37.42%
2023-03-15T08:45:00+04:00 Dubai,24.416704177856445°C,39.81%
2023-03-15T08:50:00+04:00 Dubai,24.416704177856445°C,39.22%
2023-03-15T08:55:00+04:00 Dubai,24.416704177856445°C,39.22%
2023-03-15T09:00:00+04:00 Dubai,24.416704177856445°C,39.22%
2023-03-15T09:05:00+04:00 Dubai,24.565509796142578°C,39.22%
2023-03-15T09:10:00+04:00 Dubai,24.565509796142578°C,39.22%
2023-03-15T09:15:00+04:00 Dubai,24.565509796142578°C,39.22%
2023-03-15T09:20:00+04:00 Dubai,24.565509796142578°C,39.22%
2023-03-15T09:25:00+04:00 Dubai,24.565509796142578°C,39.22%
2023-03-15T09:30:00+04:00 Dubai,24.565509796142578°C,39.22%
2023-03-15T09:35:00+04:00 Dubai,24.565509796142578°C,40.23%
2023-03-15T09:40:00+04:00 Dubai,24.565509796142578°C,41.51%
2023-03-15T09:45:00+04:00 Dubai,24.565509796142578°C,43.96%
2023-03-15T09:50:00+04:00 Dubai,24.565509796142578°C,43.81%
2023-03-15T09:55:00+04:00 Dubai,24.565509796142578°C,43.81%
2023-03-15T10:00:00+04:00 Dubai,24.565509796142578°C,43.81%
2023-03-15T10:05:00+04:00 Dubai,24.565509796142578°C,43.81%
2023-03-15T10:10:00+04:00 Dubai,24.565509796142578°C,71.34%
2023-03-15T10:15:00+04:00 Dubai,24.715896606445312°C,52.94%
2023-03-15T10:20:00+04:00 Dubai,24.715896606445312°C,52.94%
2023-03-15T10:25:00+04:00 Dubai,24.566255569458008°C,52.94%
2023-03-15T10:30:00+04:00 Dubai,24.566255569458008°C,64.45%
2023-03-15T10:35:00+04:00 Dubai,24.566255569458008°C,88.50%
2023-03-15T10:40:00+04:00 Dubai,24.566255569458008°C,66.93%
2023-03-15T10:45:00+04:00 Dubai,24.566255569458008°C,66.93%
2023-03-15T10:50:00+04:00 Dubai,24.566255569458008°C,66.93%
2023-03-15T10:55:00+04:00 Dubai,24.566255569458008°C,61.15%
2023-03-15T11:00:00+04:00 Dubai,24.566255569458008°C,58.61%
2023-03-15T11:05:00+04:00 Dubai,24.566255569458008°C,57.39%
2023-03-15T11:10:00+04:00 Dubai,24.566255569458008°C,56.36%
2023-03-15T11:15:00+04:00 Dubai,24.566255569458008°C,55.10%
2023-03-15T11:20:00+04:00 Dubai,24.566255569458008°C,55.10%
2023-03-15T11:25:00+04:00 Dubai,24.566255569458008°C,55.10%
2023-03-15T11:30:00+04:00 Dubai,24.566255569458008°C,55.10%
2023-03-15T11:35:00+04:00 Dubai,24.566255569458008°C,55.10%
2023-03-15T11:40:00+04:00 Dubai,24.71763801574707°C,80.76%
2023-03-15T11:45:00+04:00 Dubai,24.867053985595703°C,100%
2023-03-15T11:50:00+04:00 Dubai,25.16582489013672°C,100%
2023-03-15T11:55:00+04:00 Dubai,25.4643497467041°C,100%
2023-03-15T12:00:00+04:00 Dubai,25.614126205444336°C,100%
2023-03-15T12:05:00+04:00 Dubai,25.76412010192871°C,100%
2023-03-15T12:10:00+04:00 Dubai,25.612306594848633°C,100%
2023-03-15T12:15:00+04:00 Dubai,25.312612533569336°C,100%
2023-03-15T12:20:00+04:00 Dubai,25.162805557250977°C,98.79%
2023-03-15T12:25:00+04:00 Dubai,25.014190673828125°C,98.79%
2023-03-15T12:30:00+04:00 Dubai,24.863842010498047°C,98.79%
2023-03-15T12:35:00+04:00 Dubai,24.863842010498047°C,98.79%
2023-03-15T12:40:00+04:00 Dubai,24.71432876586914°C,98.79%
2023-03-15T12:45:00+04:00 Dubai,24.71432876586914°C,98.79%
2023-03-15T12:50:00+04:00 Dubai,24.71432876586914°C,98.79%
2023-03-15T12:55:00+04:00 Dubai,24.71432876586914°C,98.79%
2023-03-15T13:00:00+04:00 Dubai,24.565778732299805°C,98.79%
2023-03-15T13:05:00+04:00 Dubai,24.565778732299805°C,98.79%
2023-03-15T13:10:00+04:00 Dubai,24.565778732299805°C,98.79%
2023-03-15T13:15:00+04:00 Dubai,24.417030334472656°C,95.36%
2023-03-15T13:20:00+04:00 Dubai,24.417030334472656°C,91.99%
2023-03-15T13:25:00+04:00 Dubai,24.417030334472656°C,87.61%
2023-03-15T13:30:00+04:00 Dubai,24.268146514892578°C,86.50%
2023-03-15T13:35:00+04:00 Dubai,24.268146514892578°C,86.50%
2023-03-15T13:40:00+04:00 Dubai,24.268146514892578°C,82.86%
2023-03-15T13:45:00+04:00 Dubai,24.268146514892578°C,80.33%
2023-03-15T13:50:00+04:00 Dubai,24.119218826293945°C,75.22%
2023-03-15T13:55:00+04:00 Dubai,24.119218826293945°C,74.00%
2023-03-15T14:00:00+04:00 Dubai,24.119218826293945°C,72.96%
2023-03-15T14:05:00+04:00 Dubai,24.119218826293945°C,72.96%
2023-03-15T14:10:00+04:00 Dubai,24.119218826293945°C,
2023-03-15T14:15:00+04:00 Dubai,24.119218826293945°C,
2023-03-15T14:20:00+04:00 Dubai,24.119218826293945°C,
2023-03-15T14:25:00+04:00 Dubai,24.119218826293945°C,70.82%
2023-03-15T14:30:00+04:00 Dubai,24.119218826293945°C,70.82%
2023-03-15T14:35:00+04:00 Dubai,24.119218826293945°C,70.82%
2023-03-15T14:40:00+04:00 Dubai,24.119218826293945°C,70.82%
2023-03-15T14:45:00+04:00 Dubai,24.119218826293945°C,70.82%
2023-03-15T14:50:00+04:00 Dubai,24.119218826293945°C,69.76%
2023-03-15T14:55:00+04:00 Dubai,24.119218826293945°C,69.76%
2023-03-15T15:00:00+04:00 Dubai,24.119218826293945°C,69.76%
2023-03-15T15:05:00+04:00 Dubai,24.119218826293945°C,69.76%
2023-03-15T15:10:00+04:00 Dubai,24.119218826293945°C,69.76%
2023-03-15T15:15:00+04:00 Dubai,24.119218826293945°C,69.76%
2023-03-15T15:20:00+04:00 Dubai,24.119218826293945°C,69.76%
2023-03-15T15:25:00+04:00 Dubai,24.119218826293945°C,69.76%
2023-03-15T15:30:00+04:00 Dubai,24.119218826293945°C,69.76%
2023-03-15T15:35:00+04:00 Dubai,24.119218826293945°C,69.76%
2023-03-15T15:40:00+04:00 Dubai,24.119218826293945°C,69.76%
2023-03-15T15:45:00+04:00 Dubai,24.268239974975586°C,69.76%
2023-03-15T15:50:00+04:00 Dubai,24.268239974975586°C,69.76%
2023-03-15T15:55:00+04:00 Dubai,24.268239974975586°C,69.76%
2023-03-15T16:00:00+04:00 Dubai,24.268239974975586°C,69.76%
2023-03-15T16:05:00+04:00 Dubai,24.268239974975586°C,69.76%
2023-03-15T16:10:00+04:00 Dubai,24.268239974975586°C,69.76%
2023-03-15T16:15:00+04:00 Dubai,24.268239974975586°C,69.76%
2023-03-15T16:20:00+04:00 Dubai,24.268239974975586°C,69.76%
2023-03-15T16:25:00+04:00 Dubai,24.268239974975586°C,69.76%
2023-03-15T16:30:00+04:00 Dubai,24.268239974975586°C,69.76%
2023-03-15T16:35:00+04:00 Dubai,24.268239974975586°C,69.76%
2023-03-15T16:40:00+04:00 Dubai,24.268239974975586°C,69.76%
2023-03-15T16:45:00+04:00 Dubai,24.268239974975586°C,68.42%
2023-03-15T16:50:00+04:00 Dubai,24.268239974975586°C,67.11%
2023-03-15T16:55:00+04:00 Dubai,24.418100357055664°C,93.64%
2023-03-15T17:00:00+04:00 Dubai,24.567495346069336°C,99.07%
2023-03-15T17:05:00+04:00 Dubai,24.871063232421875°C,99.07%
2023-03-15T17:10:00+04:00 Dubai,25.174068450927734°C,99.07%
2023-03-15T17:15:00+04:00 Dubai,25.472055435180664°C,99.07%
2023-03-15T17:20:00+04:00 Dubai,25.62139129638672°C,99.07%
2023-03-15T17:25:00+04:00 Dubai,25.771434783935547°C,99.07%
2023-03-15T17:30:00+04:00 Dubai,25.92169952392578°C,99.07%
2023-03-15T17:35:00+04:00 Dubai,26.070833206176758°C,99.07%
2023-03-15T17:40:00+04:00 Dubai,26.219825744628906°C,99.07%
2023-03-15T17:45:00+04:00 Dubai,26.219825744628906°C,99.07%
2023-03-15T17:50:00+04:00 Dubai,26.369049072265625°C,99.07%
2023-03-15T17:55:00+04:00 Dubai,26.369049072265625°C,99.07%
2023-03-15T18:00:00+04:00 Dubai,26.369049072265625°C,99.07%
2023-03-15T18:05:00+04:00 Dubai,26.517732620239258°C,99.07%
2023-03-15T18:10:00+04:00 Dubai,26.517732620239258°C,99.07%
2023-03-15T18:15:00+04:00 Dubai,26.517732620239258°C,99.07%
2023-03-15T18:20:00+04:00 Dubai,26.517732620239258°C,99.07%
2023-03-15T18:25:00+04:00 Dubai,26.517732620239258°C,99.07%
2023-03-15T18:30:00+04:00 Dubai,26.517732620239258°C,99.07%
2023-03-15T18:35:00+04:00 Dubai,26.517732620239258°C,99.07%
2023-03-15T18:40:00+04:00 Dubai,26.517732620239258°C,99.07%
2023-03-15T18:45:00+04:00 Dubai,26.517732620239258°C,99.07%
2023-03-15T18:50:00+04:00 Dubai,26.517732620239258°C,99.07%
2023-03-15T18:55:00+04:00 Dubai,26.517732620239258°C,99.07%
2023-03-15T19:00:00+04:00 Dubai,26.517732620239258°C,99.07%
2023-03-15T19:05:00+04:00 Dubai,26.517732620239258°C,99.07%
2023-03-15T19:10:00+04:00 Dubai,26.517732620239258°C,99.07%
2023-03-15T19:15:00+04:00 Dubai,26.517732620239258°C,99.07%
2023-03-15T19:20:00+04:00 Dubai,26.517732620239258°C,99.07%
2023-03-15T19:25:00+04:00 Dubai,26.517732620239258°C,99.07%
2023-03-15T19:30:00+04:00 Dubai,26.517732620239258°C,99.07%
2023-03-15T19:35:00+04:00 Dubai,26.517732620239258°C,99.07%
2023-03-15T19:40:00+04:00 Dubai,26.517732620239258°C,99.07%
2023-03-15T19:45:00+04:00 Dubai,26.517732620239258°C,99.07%
2023-03-15T19:50:00+04:00 Dubai,26.517732620239258°C,99.07%
2023-03-15T19:55:00+04:00 Dubai,26.517732620239258°C,99.07%
2023-03-15T20:00:00+04:00 Dubai,26.517732620239258°C,99.07%
2023-03-15T20:05:00+04:00 Dubai,26.517732620239258°C,99.07%
2023-03-15T20:10:00+04:00 Dubai,26.517732620239258°C,99.07%
2023-03-15T20:15:00+04:00 Dubai,26.517732620239258°C,99.07%
2023-03-15T20:20:00+04:00 Dubai,26.517732620239258°C,99.07%
2023-03-15T20:25:00+04:00 Dubai,26.363826751708984°C,99.07%
2023-03-15T20:30:00+04:00 Dubai,25.909881591796875°C,99.07%
2023-03-15T20:35:00+04:00 Dubai,25.76069450378418°C,99.07%
2023-03-15T20:40:00+04:00 Dubai,25.76069450378418°C,99.07%
2023-03-15T20:45:00+04:00 Dubai,25.611831665039062°C,99.07%
2023-03-15T20:50:00+04:00 Dubai,25.463197708129883°C,99.07%
2023-03-15T20:55:00+04:00 Dubai,25.312463760375977°C,99.07%
2023-03-15T21:00:00+04:00 Dubai,25.16269302368164°C,99.07%
2023-03-15T21:05:00+04:00 Dubai,24.860565185546875°C,99.07%
2023-03-15T21:10:00+04:00 Dubai,24.71137046813965°C,99.07%
2023-03-15T21:15:00+04:00 Dubai,24.71137046813965°C,99.07%
2023-03-15T21:20:00+04:00 Dubai,24.560949325561523°C,95.09%
2023-03-15T21:25:00+04:00 Dubai,24.560949325561523°C,88.68%
2023-03-15T21:30:00+04:00 Dubai,24.560949325561523°C,81.25%
2023-03-15T21:35:00+04:00 Dubai,24.41126251220703°C,73.90%
2023-03-15T21:40:00+04:00 Dubai,24.41126251220703°C,68.05%
2023-03-15T21:45:00+04:00 Dubai,24.41126251220703°C,65.19%
2023-03-15T21:50:00+04:00 Dubai,24.41126251220703°C,58.39%
2023-03-15T21:55:00+04:00 Dubai,24.41126251220703°C,53.40%
2023-03-15T22:00:00+04:00 Dubai,24.41126251220703°C,49.27%
2023-03-15T22:05:00+04:00 Dubai,24.262693405151367°C,45.33%
2023-03-15T22:10:00+04:00 Dubai,24.262693405151367°C,41.70%
2023-03-15T22:15:00+04:00 Dubai,24.262693405151367°C,40.58%
2023-03-15T22:20:00+04:00 Dubai,24.112316131591797°C,37.09%
2023-03-15T22:25:00+04:00 Dubai,24.112316131591797°C,42.02%
2023-03-15T22:30:00+04:00 Dubai,24.112316131591797°C,42.02%
2023-03-15T22:35:00+04:00 Dubai,24.112316131591797°C,42.02%
2023-03-15T22:40:00+04:00 Dubai,24.112316131591797°C,40.96%
2023-03-15T22:45:00+04:00 Dubai,23.963497161865234°C,39.91%
2023-03-15T22:50:00+04:00 Dubai,23.963497161865234°C,39.91%
2023-03-15T22:55:00+04:00 Dubai,23.963497161865234°C,39.91%
2023-03-15T23:00:00+04:00 Dubai,23.963497161865234°C,38.77%
2023-03-15T23:05:00+04:00 Dubai,23.963497161865234°C,38.77%
2023-03-15T23:10:00+04:00 Dubai,23.963497161865234°C,38.77%
2023-03-15T23:15:00+04:00 Dubai,23.963497161865234°C,38.77%
2023-03-15T23:20:00+04:00 Dubai,23.963497161865234°C,37.55%
2023-03-15T23:25:00+04:00 Dubai,23.963497161865234°C,37.55%
2023-03-15T23:30:00+04:00 Dubai,23.963497161865234°C,37.55%
2023-03-15T23:35:00+04:00 Dubai,23.963497161865234°C,37.55%
2023-03-15T23:40:00+04:00 Dubai,23.963497161865234°C,37.55%
2023-03-15T23:45:00+04:00 Dubai,23.963497161865234°C,37.55%
2023-03-15T23:50:00+04:00 Dubai,23.963497161865234°C,37.55%
2023-03-15T23:55:00+04:00 Dubai,23.963497161865234°C,37.55%
2023-03-16T00:00:00+04:00 Dubai,23.814599990844727°C,0%
2023-03-16T00:05:00+04:00 Dubai,23.814599990844727°C,0%
2023-03-16T00:10:00+04:00 Dubai,23.814599990844727°C,27.54%
2023-03-16T00:15:00+04:00 Dubai,23.814599990844727°C,29.21%
2023-03-16T00:20:00+04:00 Dubai,23.814599990844727°C,33.09%
2023-03-16T00:25:00+04:00 Dubai,23.814599990844727°C,37.12%
2023-03-16T00:30:00+04:00 Dubai,23.814599990844727°C,35.42%
2023-03-16T00:35:00+04:00 Dubai,23.666053771972656°C,34.42%
2023-03-16T00:40:00+04:00 Dubai,23.666053771972656°C,35.57%
2023-03-16T00:45:00+04:00 Dubai,23.666053771972656°C,36.74%
2023-03-16T00:50:00+04:00 Dubai,23.666053771972656°C,37.93%
2023-03-16T00:55:00+04:00 Dubai,23.666053771972656°C,37.93%
2023-03-16T01:00:00+04:00 Dubai,23.666053771972656°C,38.95%
2023-03-16T01:05:00+04:00 Dubai,23.51654052734375°C,40.04%
2023-03-16T01:10:00+04:00 Dubai,23.51654052734375°C,40.04%
2023-03-16T01:15:00+04:00 Dubai,23.51654052734375°C,40.04%
2023-03-16T01:20:00+04:00 Dubai,23.51654052734375°C,40.04%
2023-03-16T01:25:00+04:00 Dubai,23.51654052734375°C,40.04%
2023-03-16T01:30:00+04:00 Dubai,23.51654052734375°C,40.04%
2023-03-16T01:35:00+04:00 Dubai,23.51654052734375°C,40.04%
2023-03-16T01:40:00+04:00 Dubai,23.51654052734375°C,40.04%
2023-03-16T01:45:00+04:00 Dubai,23.51654052734375°C,40.04%
2023-03-16T01:50:00+04:00 Dubai,23.51654052734375°C,40.04%
2023-03-16T01:55:00+04:00 Dubai,23.51654052734375°C,40.04%
2023-03-16T02:00:00+04:00 Dubai,23.51654052734375°C,40.04%
2023-03-16T02:05:00+04:00 Dubai,23.51654052734375°C,40.04%
2023-03-16T02:10:00+04:00 Dubai,23.51654052734375°C,40.04%
2023-03-16T02:15:00+04:00 Dubai,23.51654052734375°C,40.04%
2023-03-16T02:20:00+04:00 Dubai,23.51654052734375°C,40.04%
2023-03-16T02:25:00+04:00 Dubai,23.51654052734375°C,40.04%
2023-03-16T02:30:00+04:00 Dubai,23.51654052734375°C,40.04%
2023-03-16T02:35:00+04:00 Dubai,23.51654052734375°C,40.04%
2023-03-16T02:40:00+04:00 Dubai,23.51654052734375°C,40.04%
2023-03-16T02:45:00+04:00 Dubai,23.366987228393555°C,40.04%
2023-03-16T02:50:00+04:00 Dubai,23.366987228393555°C,40.04%
2023-03-16T02:55:00+04:00 Dubai,23.366987228393555°C,40.04%
2023-03-16T03:00:00+04:00 Dubai,23.366987228393555°C,40.04%
2023-03-16T03:05:00+04:00 Dubai,23.366987228393555°C,40.04%
2023-03-16T03:10:00+04:00 Dubai,23.366987228393555°C,40.04%
2023-03-16T03:15:00+04:00 Dubai,23.366987228393555°C,40.04%
2023-03-16T03:20:00+04:00 Dubai,23.366987228393555°C,40.04%
2023-03-16T03:25:00+04:00 Dubai,23.217947006225586°C,40.04%
2023-03-16T03:30:00+04:00 Dubai,23.217947006225586°C,40.04%
2023-03-16T03:35:00+04:00 Dubai,23.217947006225586°C,40.04%
2023-03-16T03:40:00+04:00 Dubai,23.217947006225586°C,40.04%
2023-03-16T03:45:00+04:00 Dubai,23.217947006225586°C,40.04%
2023-03-16T03:50:00+04:00 Dubai,23.217947006225586°C,40.04%
2023-03-16T03:55:00+04:00 Dubai,23.217947006225586°C,40.04%
2023-03-16T04:00:00+04:00 Dubai,23.217947006225586°C,40.04%
2023-03-16T04:05:00+04:00 Dubai,23.217947006225586°C,38.99%
2023-03-16T04:10:00+04:00 Dubai,23.217947006225586°C,37.83%
2023-03-16T04:15:00+04:00 Dubai,23.217947006225586°C,37.83%
2023-03-16T04:20:00+04:00 Dubai,23.06911849975586°C,37.83%
