ts,DMC Building 1 Data Quality Tests Discharge-Air-Temp-Sensor Copy,DMC Building 1 Data Quality Tests Discharge-Chilled-Water-Cool-Valve-Cmd Copy
2023-05-01T02:55:00+04:00 Dubai,15.64185619,0.2317
2023-05-01T03:00:00+04:00 Dubai,15.64185619,0.2317
2023-05-01T03:05:00+04:00 Dubai,15.49326324,0.2317
2023-05-01T03:10:00+04:00 Dubai,15.49326324,0.2317
2023-05-01T03:15:00+04:00 Dubai,15.49326324,0.2317
2023-05-01T03:20:00+04:00 Dubai,15.49326324,0.2317
2023-05-01T03:25:00+04:00 Dubai,15.49326324,0.2317
2023-05-01T03:30:00+04:00 Dubai,15.49326324,0.2317
2023-05-01T03:35:00+04:00 Dubai,15.49326324,0.2317
2023-05-01T03:40:00+04:00 Dubai,15.49326324,0.2317
2023-05-01T03:45:00+04:00 Dubai,15.49326324,0.2317
2023-05-01T03:50:00+04:00 Dubai,15.49326324,0.2317
2023-05-01T03:55:00+04:00 Dubai,15.49326324,0.2317
2023-05-01T04:00:00+04:00 Dubai,15.49326324,0.2317
2023-05-01T04:05:00+04:00 Dubai,15.49326324,0.2181
2023-05-01T04:10:00+04:00 Dubai,15.49326324,0.2075
2023-05-01T04:15:00+04:00 Dubai,15.9467001,0.2075
2023-05-01T04:20:00+04:00 Dubai,16.24695015,0.2075
2023-05-01T04:25:00+04:00 Dubai,16.24695015,0.2075
2023-05-01T04:30:00+04:00 Dubai,16.39562607,0.2075
2023-05-01T04:35:00+04:00 Dubai,16.39562607,0.2075
2023-05-01T04:40:00+04:00 Dubai,16.39562607,0.2075
2023-05-01T04:45:00+04:00 Dubai,16.39562607,0.2175
2023-05-01T04:50:00+04:00 Dubai,16.39562607,0.2175
2023-05-01T04:55:00+04:00 Dubai,16.54461288,0.2175
2023-05-01T05:00:00+04:00 Dubai,16.54461288,0.2175
2023-05-01T05:05:00+04:00 Dubai,16.54461288,0.2175
2023-05-01T05:10:00+04:00 Dubai,16.54461288,0.2175
2023-05-01T05:15:00+04:00 Dubai,16.54461288,0.2175
2023-05-01T05:20:00+04:00 Dubai,16.54461288,0.2175
2023-05-01T05:25:00+04:00 Dubai,16.54461288,0.2274
2023-05-01T05:30:00+04:00 Dubai,16.54461288,0.2274
2023-05-01T05:35:00+04:00 Dubai,16.54461288,0.2274
2023-05-01T05:40:00+04:00 Dubai,16.54461288,0.2274
2023-05-01T05:45:00+04:00 Dubai,16.54461288,0.2274
2023-05-01T05:50:00+04:00 Dubai,16.54461288,0.2274
2023-05-01T05:55:00+04:00 Dubai,16.54461288,0.2274
2023-05-01T06:00:00+04:00 Dubai,16.54461288,0.2274
2023-05-01T06:05:00+04:00 Dubai,16.54461288,0.2274
2023-05-01T06:10:00+04:00 Dubai,16.54461288,0.2274
2023-05-01T06:15:00+04:00 Dubai,16.54461288,0.2397
2023-05-01T06:20:00+04:00 Dubai,16.54461288,0.2397
2023-05-01T06:25:00+04:00 Dubai,16.54461288,0.2502
2023-05-01T06:30:00+04:00 Dubai,16.54461288,0.2615
2023-05-01T06:35:00+04:00 Dubai,16.54461288,0.2615
2023-05-01T06:40:00+04:00 Dubai,16.54461288,0.2615
2023-05-01T06:45:00+04:00 Dubai,16.54461288,0.2615
2023-05-01T06:50:00+04:00 Dubai,16.54461288,0.2615
2023-05-01T06:55:00+04:00 Dubai,16.54461288,0.2615
2023-05-01T07:00:00+04:00 Dubai,16.54461288,0.2615
2023-05-01T07:05:00+04:00 Dubai,16.54461288,0.2722
2023-05-01T07:10:00+04:00 Dubai,16.84479713,0.2999
2023-05-01T07:15:00+04:00 Dubai,16.54123306,0.2927
2023-05-01T07:20:00+04:00 Dubai,16.08865738,0.2927
2023-05-01T07:25:00+04:00 Dubai,15.93788815,0.2927
2023-05-01T07:30:00+04:00 Dubai,15.93788815,0.2927
2023-05-01T07:35:00+04:00 Dubai,15.93788815,0.2927
2023-05-01T07:40:00+04:00 Dubai,16.08864212,0.2927
2023-05-01T07:45:00+04:00 Dubai,16.08864212,0.2927
2023-05-01T07:50:00+04:00 Dubai,16.24027824,0.2927
2023-05-01T07:55:00+04:00 Dubai,16.3903904,0.2927
2023-05-01T08:00:00+04:00 Dubai,16.54205322,0.3036
2023-05-01T08:05:00+04:00 Dubai,16.69185066,0.3256
2023-05-01T08:10:00+04:00 Dubai,16.84046173,0.3504
2023-05-01T08:15:00+04:00 Dubai,16.52772522,0.3458
2023-05-01T08:20:00+04:00 Dubai,16.37703896,0.3355
2023-05-01T08:25:00+04:00 Dubai,16.37703896,0.3355
2023-05-01T08:30:00+04:00 Dubai,16.52583122,0.3456
2023-05-01T08:35:00+04:00 Dubai,16.6757412,0.3567
2023-05-01T08:40:00+04:00 Dubai,16.6757412,0.3779
2023-05-01T08:45:00+04:00 Dubai,16.82435799,0.3934
2023-05-01T08:55:00+04:00 Dubai,16.01751518,0.3917
2023-05-01T09:00:00+04:00 Dubai,15.86853504,0.3917
2023-05-01T09:05:00+04:00 Dubai,15.86853504,0.3917
2023-05-01T09:10:00+04:00 Dubai,15.86853504,0.3917
2023-05-01T09:15:00+04:00 Dubai,16.01730919,0.3917
2023-05-01T09:20:00+04:00 Dubai,16.01730919,0.3917
2023-05-01T09:25:00+04:00 Dubai,16.01730919,0.3917
2023-05-01T09:30:00+04:00 Dubai,16.01730919,0.3917
2023-05-01T09:35:00+04:00 Dubai,16.01730919,0.3917
2023-05-01T09:40:00+04:00 Dubai,16.16698074,0.3917
2023-05-01T09:45:00+04:00 Dubai,16.16698074,0.3917
2023-05-01T09:50:00+04:00 Dubai,16.16698074,0.3917
2023-05-01T09:55:00+04:00 Dubai,16.31855392,0.3917
2023-05-01T10:00:00+04:00 Dubai,16.31855392,0.3917
2023-05-01T10:05:00+04:00 Dubai,16.31855392,0.3917
2023-05-01T10:10:00+04:00 Dubai,16.31855392,0.3917
2023-05-01T10:15:00+04:00 Dubai,16.31855392,0.3917
2023-05-01T10:20:00+04:00 Dubai,16.31855392,0.3917
2023-05-01T10:25:00+04:00 Dubai,16.31855392,0.3917
2023-05-01T10:30:00+04:00 Dubai,16.31855392,0.3917
2023-05-01T10:35:00+04:00 Dubai,16.31855392,0.3917
2023-05-01T10:40:00+04:00 Dubai,16.31855392,0.3917
2023-05-01T10:45:00+04:00 Dubai,16.46858025,0.3917
2023-05-01T10:50:00+04:00 Dubai,16.46858025,0.3917
2023-05-01T10:55:00+04:00 Dubai,16.46858025,0.3917
2023-05-01T11:00:00+04:00 Dubai,16.46858025,0.3917
2023-05-01T11:05:00+04:00 Dubai,16.46858025,0.3917
2023-05-01T11:10:00+04:00 Dubai,16.46858025,0.3917
2023-05-01T11:15:00+04:00 Dubai,16.46858025,0.3917
2023-05-01T11:20:00+04:00 Dubai,16.46858025,0.3917
2023-05-01T11:25:00+04:00 Dubai,16.46858025,0.3917
2023-05-01T11:30:00+04:00 Dubai,16.46858025,0.3917
2023-05-01T11:35:00+04:00 Dubai,16.46858025,0.4029
2023-05-01T11:40:00+04:00 Dubai,16.46858025,0.4029
2023-05-01T11:45:00+04:00 Dubai,16.46858025,0.4131
2023-05-01T11:50:00+04:00 Dubai,16.46858025,0.4131
2023-05-01T11:55:00+04:00 Dubai,16.46858025,0.4236
2023-05-01T12:00:00+04:00 Dubai,16.46858025,0.4236
2023-05-01T12:05:00+04:00 Dubai,16.46858025,0.4236
2023-05-01T12:10:00+04:00 Dubai,16.46858025,0.4236
2023-05-01T12:15:00+04:00 Dubai,16.46858025,0.4236
2023-05-01T12:20:00+04:00 Dubai,16.46858025,0.4236
2023-05-01T12:25:00+04:00 Dubai,16.46858025,0.4236
2023-05-01T12:30:00+04:00 Dubai,16.46858025,0.4236
2023-05-01T12:35:00+04:00 Dubai,16.46858025,0.4236
2023-05-01T12:40:00+04:00 Dubai,16.46858025,0.4236
2023-05-01T12:45:00+04:00 Dubai,16.31995773,0.4236
2023-05-01T12:50:00+04:00 Dubai,16.31995773,0.4236
2023-05-01T12:55:00+04:00 Dubai,16.31995773,0.4236
2023-05-01T13:00:00+04:00 Dubai,16.31995773,0.4236
2023-05-01T13:05:00+04:00 Dubai,16.17083549,0.4236
2023-05-01T13:10:00+04:00 Dubai,16.17083549,0.4236
2023-05-01T13:15:00+04:00 Dubai,16.17083549,0.4236
2023-05-01T13:20:00+04:00 Dubai,16.17083549,0.4236
2023-05-01T13:25:00+04:00 Dubai,16.17083549,0.4236
2023-05-01T13:30:00+04:00 Dubai,16.17083549,0.4236
2023-05-01T13:35:00+04:00 Dubai,16.17083549,0.4236
2023-05-01T13:40:00+04:00 Dubai,16.17083549,0.4236
2023-05-01T13:45:00+04:00 Dubai,16.020401,0.4236
2023-05-01T13:50:00+04:00 Dubai,16.020401,0.4236
2023-05-01T13:55:00+04:00 Dubai,16.020401,0.4236
2023-05-01T14:00:00+04:00 Dubai,16.020401,0.4236
2023-05-01T14:05:00+04:00 Dubai,16.020401,0.4236
2023-05-01T14:10:00+04:00 Dubai,16.020401,0.4236
2023-05-01T14:15:00+04:00 Dubai,16.020401,0.4236
2023-05-01T14:20:00+04:00 Dubai,16.020401,0.4236
2023-05-01T14:25:00+04:00 Dubai,16.020401,0.4236
2023-05-01T14:30:00+04:00 Dubai,16.020401,0.4236
2023-05-01T14:35:00+04:00 Dubai,16.020401,0.4236
2023-05-01T14:40:00+04:00 Dubai,16.020401,0.4236
2023-05-01T14:45:00+04:00 Dubai,16.020401,0.4236
2023-05-01T14:50:00+04:00 Dubai,16.020401,0.4236
2023-05-01T14:55:00+04:00 Dubai,16.020401,0.4236
2023-05-01T15:00:00+04:00 Dubai,16.020401,0.4236
2023-05-01T15:05:00+04:00 Dubai,16.020401,0.4236
2023-05-01T15:10:00+04:00 Dubai,16.17088318,0.4236
2023-05-01T15:15:00+04:00 Dubai,16.32195854,0.4236
2023-05-01T15:20:00+04:00 Dubai,16.32195854,0.4236
2023-05-01T15:25:00+04:00 Dubai,16.32195854,0.4236
2023-05-01T15:30:00+04:00 Dubai,16.32195854,0.4236
2023-05-01T15:35:00+04:00 Dubai,16.32195854,0.4236
2023-05-01T15:40:00+04:00 Dubai,16.32195854,0.4236
2023-05-01T15:45:00+04:00 Dubai,16.4726181,0.4236
2023-05-01T15:50:00+04:00 Dubai,16.4726181,0.4236
2023-05-01T15:55:00+04:00 Dubai,16.4726181,0.4236
2023-05-01T16:00:00+04:00 Dubai,16.4726181,0.4236
2023-05-01T16:05:00+04:00 Dubai,16.4726181,0.4236
2023-05-01T16:10:00+04:00 Dubai,16.4726181,0.4236
2023-05-01T16:15:00+04:00 Dubai,16.4726181,0.4236
2023-05-01T16:20:00+04:00 Dubai,16.4726181,0.4236
2023-05-01T16:25:00+04:00 Dubai,16.32143211,0.4236
2023-05-01T16:30:00+04:00 Dubai,16.32143211,0.4236
2023-05-01T16:35:00+04:00 Dubai,16.16649246,0.4236
2023-05-01T16:40:00+04:00 Dubai,16.16649246,0.4236
2023-05-01T16:45:00+04:00 Dubai,16.16649246,0.4236
2023-05-01T16:50:00+04:00 Dubai,16.01640511,0.4236
2023-05-01T16:55:00+04:00 Dubai,16.01640511,0.4236
2023-05-01T17:00:00+04:00 Dubai,15.8677969,0.4236
2023-05-01T17:05:00+04:00 Dubai,15.8677969,0.4236
2023-05-01T17:10:00+04:00 Dubai,15.8677969,0.4236
2023-05-01T17:15:00+04:00 Dubai,15.8677969,0.4236
2023-05-01T17:20:00+04:00 Dubai,15.8677969,0.4236
2023-05-01T17:25:00+04:00 Dubai,15.71894646,0.4236
2023-05-01T17:30:00+04:00 Dubai,15.56902027,0.4236
2023-05-01T17:35:00+04:00 Dubai,15.56902027,0.4236
2023-05-01T17:40:00+04:00 Dubai,15.56902027,0.4236
2023-05-01T17:45:00+04:00 Dubai,15.56902027,0.4236
2023-05-01T17:50:00+04:00 Dubai,15.41754246,0.4106
2023-05-01T17:55:00+04:00 Dubai,15.41754246,0.3988
2023-05-01T18:00:00+04:00 Dubai,15.26651955,0.3694
2023-05-01T18:05:00+04:00 Dubai,15.11669254,0.3558
2023-05-01T18:10:00+04:00 Dubai,15.27422714,0.3413
2023-05-01T18:15:00+04:00 Dubai,15.57702255,0.3572
2023-05-01T18:20:00+04:00 Dubai,15.57702255,0.3572
2023-05-01T18:25:00+04:00 Dubai,15.57702255,0.3572
2023-05-01T18:30:00+04:00 Dubai,15.57702255,0.3572
2023-05-01T18:35:00+04:00 Dubai,15.57702255,0.3572
2023-05-01T18:40:00+04:00 Dubai,15.57702255,0.3572
2023-05-01T18:45:00+04:00 Dubai,15.42803001,0.3572
2023-05-01T18:50:00+04:00 Dubai,15.27765274,0.3323
2023-05-01T18:55:00+04:00 Dubai,15.27765274,0.3024
2023-05-01T19:00:00+04:00 Dubai,15.12858677,0.2815
2023-05-01T19:05:00+04:00 Dubai,15.59131718,0.3037
2023-05-01T19:10:00+04:00 Dubai,15.74086285,0.3037
2023-05-01T19:15:00+04:00 Dubai,15.89220905,0.3037
2023-05-01T19:20:00+04:00 Dubai,15.89220905,0.3037
2023-05-01T19:25:00+04:00 Dubai,16.04125404,0.3037
2023-05-01T19:30:00+04:00 Dubai,16.04125404,0.3037
2023-05-01T19:35:00+04:00 Dubai,16.18994522,0.3037
2023-05-01T19:40:00+04:00 Dubai,16.18994522,0.3037
2023-05-01T19:45:00+04:00 Dubai,16.18994522,0.3037
2023-05-01T19:50:00+04:00 Dubai,16.18994522,0.3037
2023-05-01T19:55:00+04:00 Dubai,16.18994522,0.3037
2023-05-01T20:00:00+04:00 Dubai,16.18994522,0.3037
2023-05-01T20:05:00+04:00 Dubai,16.18994522,0.3037
2023-05-01T20:10:00+04:00 Dubai,16.18994522,0.3037
2023-05-01T20:15:00+04:00 Dubai,16.18994522,0.3037
2023-05-01T20:20:00+04:00 Dubai,16.18994522,0.3037
2023-05-01T20:25:00+04:00 Dubai,16.18994522,0.3037
2023-05-01T20:30:00+04:00 Dubai,16.18994522,0.3037
2023-05-01T20:35:00+04:00 Dubai,16.18994522,0.3037
2023-05-01T20:40:00+04:00 Dubai,16.18994522,0.3037
2023-05-01T20:45:00+04:00 Dubai,16.18994522,0.3037
2023-05-01T20:50:00+04:00 Dubai,16.18994522,0.3037
2023-05-01T20:55:00+04:00 Dubai,16.18994522,0.3037
2023-05-01T21:00:00+04:00 Dubai,16.18994522,0.3037
2023-05-01T21:05:00+04:00 Dubai,16.18994522,0.3037
2023-05-01T21:10:00+04:00 Dubai,16.18994522,0.3037
2023-05-01T21:15:00+04:00 Dubai,16.18994522,0.3037
2023-05-01T21:20:00+04:00 Dubai,16.18994522,0.3037
2023-05-01T21:25:00+04:00 Dubai,16.18994522,0.3037
2023-05-01T21:30:00+04:00 Dubai,16.04103279,0.3037
2023-05-01T21:35:00+04:00 Dubai,16.04103279,0.3037
2023-05-01T21:40:00+04:00 Dubai,16.04103279,0.3037
2023-05-01T21:45:00+04:00 Dubai,16.04103279,0.3037
2023-05-01T21:50:00+04:00 Dubai,16.04103279,0.3037
2023-05-01T21:55:00+04:00 Dubai,16.04103279,0.3037
2023-05-01T22:00:00+04:00 Dubai,16.04103279,0.3037
2023-05-01T22:05:00+04:00 Dubai,16.04103279,0.3037
2023-05-01T22:10:00+04:00 Dubai,16.04103279,0.3037
2023-05-01T22:15:00+04:00 Dubai,16.04103279,0.3037
2023-05-01T22:20:00+04:00 Dubai,16.04103279,0.3037
2023-05-01T22:25:00+04:00 Dubai,16.04103279,0.3037
2023-05-01T22:30:00+04:00 Dubai,15.89086437,0.3037
2023-05-01T22:35:00+04:00 Dubai,15.89086437,0.3037
2023-05-01T22:40:00+04:00 Dubai,15.89086437,0.3037
2023-05-01T22:45:00+04:00 Dubai,15.89086437,0.3037
2023-05-01T22:50:00+04:00 Dubai,15.89086437,0.3037
2023-05-01T22:55:00+04:00 Dubai,15.7421217,0.3037
2023-05-01T23:00:00+04:00 Dubai,15.7421217,0.3037
2023-05-01T23:05:00+04:00 Dubai,15.7421217,0.3037
2023-05-01T23:10:00+04:00 Dubai,15.7421217,0.3037
2023-05-01T23:15:00+04:00 Dubai,15.7421217,0.3037
2023-05-01T23:20:00+04:00 Dubai,15.7421217,0.3037
2023-05-01T23:25:00+04:00 Dubai,15.7421217,0.3037
2023-05-01T23:30:00+04:00 Dubai,15.7421217,0.3037
2023-05-01T23:35:00+04:00 Dubai,15.7421217,0.3037
2023-05-01T23:40:00+04:00 Dubai,15.7421217,0.3037
2023-05-01T23:45:00+04:00 Dubai,15.7421217,0.3037
2023-05-01T23:50:00+04:00 Dubai,15.7421217,0.3037
2023-05-01T23:55:00+04:00 Dubai,15.7421217,0.3037
2023-05-02T00:00:00+04:00 Dubai,18.02810669,0.0118
2023-05-02T00:05:00+04:00 Dubai,20.57830429,0.1795
2023-05-02T00:10:00+04:00 Dubai,15.68745041,0.2656
2023-05-02T00:15:00+04:00 Dubai,15.68745041,0.2656
2023-05-02T00:20:00+04:00 Dubai,15.68745041,0.2656
2023-05-02T00:25:00+04:00 Dubai,15.53754044,0.2656
2023-05-02T00:30:00+04:00 Dubai,15.53754044,0.2656
2023-05-02T00:35:00+04:00 Dubai,15.53754044,0.2656
2023-05-02T00:40:00+04:00 Dubai,15.53754044,0.2656
2023-05-02T00:45:00+04:00 Dubai,15.53754044,0.2656
2023-05-02T00:50:00+04:00 Dubai,15.53754044,0.2656
2023-05-02T00:55:00+04:00 Dubai,15.53754044,0.2656
2023-05-02T01:00:00+04:00 Dubai,15.53754044,0.2538
2023-05-02T01:05:00+04:00 Dubai,15.53754044,0.2538
2023-05-02T01:10:00+04:00 Dubai,15.3890028,0.2436
2023-05-02T01:15:00+04:00 Dubai,15.3890028,0.2328
2023-05-02T01:20:00+04:00 Dubai,15.3890028,0.2328
2023-05-02T01:25:00+04:00 Dubai,15.5457077,0.2226
2023-05-02T01:30:00+04:00 Dubai,16.00132942,0.2226
2023-05-02T01:35:00+04:00 Dubai,16.15159607,0.2226
2023-05-02T01:40:00+04:00 Dubai,16.15159607,0.2226
2023-05-02T01:45:00+04:00 Dubai,16.15159607,0.2226
2023-05-02T01:50:00+04:00 Dubai,16.30153465,0.2226
2023-05-02T01:55:00+04:00 Dubai,16.30153465,0.2226
2023-05-02T02:00:00+04:00 Dubai,16.30153465,0.2226
2023-05-02T02:05:00+04:00 Dubai,16.30153465,0.2226
2023-05-02T02:10:00+04:00 Dubai,16.30153465,0.2226
2023-05-02T02:15:00+04:00 Dubai,16.30153465,0.2226
2023-05-02T02:20:00+04:00 Dubai,16.30153465,0.2226
2023-05-02T02:25:00+04:00 Dubai,16.30153465,0.2226
2023-05-02T02:30:00+04:00 Dubai,16.30153465,0.2226
2023-05-02T02:35:00+04:00 Dubai,16.30153465,0.2226
2023-05-02T02:40:00+04:00 Dubai,16.30153465,0.2226
2023-05-02T02:45:00+04:00 Dubai,16.30153465,0.2226
2023-05-02T02:50:00+04:00 Dubai,16.30153465,0.2226
2023-05-02T02:55:00+04:00 Dubai,16.30153465,0.2226
2023-05-02T03:00:00+04:00 Dubai,16.30153465,0.2226
2023-05-02T03:05:00+04:00 Dubai,16.30153465,0.2226
2023-05-02T03:10:00+04:00 Dubai,16.45151138,0.2226
2023-05-02T03:15:00+04:00 Dubai,16.45151138,0.233
2023-05-02T03:20:00+04:00 Dubai,16.45151138,0.233
2023-05-02T03:25:00+04:00 Dubai,16.60362816,0.2453
2023-05-02T03:30:00+04:00 Dubai,16.60362816,0.2453
2023-05-02T03:35:00+04:00 Dubai,16.60362816,0.2556
2023-05-02T03:40:00+04:00 Dubai,16.60362816,0.2556
2023-05-02T03:45:00+04:00 Dubai,16.60362816,0.2556
2023-05-02T03:50:00+04:00 Dubai,16.60362816,0.2556
2023-05-02T03:55:00+04:00 Dubai,16.60362816,0.2556
2023-05-02T04:00:00+04:00 Dubai,16.45469666,0.2556
2023-05-02T04:05:00+04:00 Dubai,16.45469666,0.2556
2023-05-02T04:10:00+04:00 Dubai,16.45469666,0.2556
2023-05-02T04:15:00+04:00 Dubai,16.45469666,0.2556
2023-05-02T04:20:00+04:00 Dubai,16.45469666,0.2556
2023-05-02T04:25:00+04:00 Dubai,16.45469666,0.2556
2023-05-02T04:30:00+04:00 Dubai,16.45469666,0.2556
2023-05-02T04:35:00+04:00 Dubai,16.45469666,0.2556
2023-05-02T04:40:00+04:00 Dubai,16.45469666,0.2556
2023-05-02T04:45:00+04:00 Dubai,16.45469666,0.2556
2023-05-02T04:50:00+04:00 Dubai,16.45469666,0.2556
2023-05-02T04:55:00+04:00 Dubai,16.45469666,0.2556
2023-05-02T05:00:00+04:00 Dubai,16.45469666,0.2556
2023-05-02T05:05:00+04:00 Dubai,16.45469666,0.2556
2023-05-02T05:10:00+04:00 Dubai,16.45469666,0.2556
2023-05-02T05:15:00+04:00 Dubai,16.45469666,0.2556
2023-05-02T05:20:00+04:00 Dubai,16.45469666,0.2556
2023-05-02T05:25:00+04:00 Dubai,16.45469666,0.2556
2023-05-02T05:30:00+04:00 Dubai,16.45469666,0.2556
2023-05-02T05:35:00+04:00 Dubai,16.45469666,0.2556
2023-05-02T05:40:00+04:00 Dubai,16.30557251,0.2556
2023-05-02T05:45:00+04:00 Dubai,16.30557251,0.2556
2023-05-02T05:50:00+04:00 Dubai,16.30557251,0.2556
2023-05-02T05:55:00+04:00 Dubai,16.30557251,0.2556
2023-05-02T06:00:00+04:00 Dubai,16.30557251,0.2556
2023-05-02T06:05:00+04:00 Dubai,16.30557251,0.2556
2023-05-02T06:10:00+04:00 Dubai,16.30557251,0.2556
2023-05-02T06:15:00+04:00 Dubai,16.30557251,0.2556
2023-05-02T06:20:00+04:00 Dubai,16.30557251,0.2556
2023-05-02T06:25:00+04:00 Dubai,16.30557251,0.2556
2023-05-02T06:30:00+04:00 Dubai,16.30557251,0.2556
2023-05-02T06:35:00+04:00 Dubai,16.30557251,0.2556
2023-05-02T06:40:00+04:00 Dubai,16.30557251,0.2556
2023-05-02T06:45:00+04:00 Dubai,16.45428848,0.2556
2023-05-02T06:50:00+04:00 Dubai,16.45428848,0.2556
2023-05-02T06:55:00+04:00 Dubai,16.45428848,0.2556
2023-05-02T07:00:00+04:00 Dubai,16.45428848,0.2556
2023-05-02T07:05:00+04:00 Dubai,16.7545929,0.2679
2023-05-02T07:10:00+04:00 Dubai,16.7545929,0.2966
2023-05-02T07:15:00+04:00 Dubai,16.7545929,0.308
2023-05-02T07:20:00+04:00 Dubai,16.7545929,0.3186
2023-05-02T07:25:00+04:00 Dubai,16.60254288,0.3311
2023-05-02T07:30:00+04:00 Dubai,16.14331055,0.3112
2023-05-02T07:35:00+04:00 Dubai,16.14331055,0.3112
2023-05-02T07:40:00+04:00 Dubai,16.14331055,0.3112
2023-05-02T07:45:00+04:00 Dubai,16.14331055,0.3112
2023-05-02T07:50:00+04:00 Dubai,16.29275131,0.3112
2023-05-02T07:55:00+04:00 Dubai,16.4430542,0.3112
2023-05-02T08:00:00+04:00 Dubai,16.59335136,0.3236
2023-05-02T08:05:00+04:00 Dubai,16.74411392,0.3504
2023-05-02T08:10:00+04:00 Dubai,16.89564896,0.3881
2023-05-02T08:15:00+04:00 Dubai,16.43409538,0.3576
2023-05-02T08:20:00+04:00 Dubai,16.43409538,0.3576
2023-05-02T08:25:00+04:00 Dubai,16.43409538,0.3576
2023-05-02T08:30:00+04:00 Dubai,16.58275223,0.3683
2023-05-02T08:35:00+04:00 Dubai,16.73516083,0.3919
2023-05-02T08:40:00+04:00 Dubai,16.88390732,0.4144
2023-05-02T08:45:00+04:00 Dubai,16.41999435,0.3957
2023-05-02T08:50:00+04:00 Dubai,16.27046776,0.3957
2023-05-02T08:55:00+04:00 Dubai,16.27046776,0.3957
2023-05-02T09:00:00+04:00 Dubai,16.27046776,0.3957
2023-05-02T09:05:00+04:00 Dubai,16.27046776,0.3957
2023-05-02T09:10:00+04:00 Dubai,16.27046776,0.3957
2023-05-02T09:15:00+04:00 Dubai,16.27046776,0.3957
2023-05-02T09:20:00+04:00 Dubai,16.27046776,0.3957
2023-05-02T09:25:00+04:00 Dubai,16.41899109,0.3957
2023-05-02T09:30:00+04:00 Dubai,16.41899109,0.3957
2023-05-02T09:35:00+04:00 Dubai,16.41899109,0.3957
2023-05-02T09:40:00+04:00 Dubai,16.41899109,0.3957
2023-05-02T09:45:00+04:00 Dubai,16.56870079,0.4068
2023-05-02T09:50:00+04:00 Dubai,16.56870079,0.4173
2023-05-02T09:55:00+04:00 Dubai,16.56870079,0.4287
2023-05-02T10:00:00+04:00 Dubai,16.71794128,0.4429
2023-05-02T10:05:00+04:00 Dubai,16.71794128,0.464
2023-05-02T10:10:00+04:00 Dubai,16.56586456,0.4507
2023-05-02T10:15:00+04:00 Dubai,16.56586456,0.4507
2023-05-02T10:20:00+04:00 Dubai,16.56586456,0.4507
2023-05-02T10:25:00+04:00 Dubai,16.56586456,0.4507
2023-05-02T10:30:00+04:00 Dubai,16.56586456,0.4507
2023-05-02T10:35:00+04:00 Dubai,16.56586456,0.4607
2023-05-02T10:40:00+04:00 Dubai,16.56586456,0.4742
2023-05-02T10:45:00+04:00 Dubai,16.71581841,0.4877
2023-05-02T10:50:00+04:00 Dubai,16.71581841,0.5093
2023-05-02T10:55:00+04:00 Dubai,16.56639099,0.4988
