ts,DMC Building 1 Data Quality Tests Dup of AHU_04_B1 Return Air Temp,DMC Building 1 Data Quality Tests New-Point
2023-03-02T15:15:00+04:00 Dubai,23.808223724365234°C,41.660518646240234%
2023-03-02T15:20:00+04:00 Dubai,23.808223724365234°C,41.660518646240234%
2023-03-02T15:25:00+04:00 Dubai,23.808223724365234°C,41.660518646240234%
2023-03-02T15:30:00+04:00 Dubai,23.808223724365234°C,41.660518646240234%
2023-03-02T15:35:00+04:00 Dubai,23.808223724365234°C,41.660518646240234%
2023-03-02T15:40:00+04:00 Dubai,23.808223724365234°C,41.660518646240234%
2023-03-02T15:45:00+04:00 Dubai,23.808223724365234°C,41.660518646240234%
2023-03-02T15:50:00+04:00 Dubai,23.808223724365234°C,41.660518646240234%
2023-03-02T15:55:00+04:00 Dubai,23.808223724365234°C,41.660518646240234%
2023-03-02T16:00:00+04:00 Dubai,23.808223724365234°C,41.660518646240234%
2023-03-02T16:05:00+04:00 Dubai,23.808223724365234°C,41.660518646240234%
2023-03-02T16:10:00+04:00 Dubai,23.959514617919922°C,41.660518646240234%
2023-03-02T16:15:00+04:00 Dubai,23.959514617919922°C,41.660518646240234%
2023-03-02T16:20:00+04:00 Dubai,23.959514617919922°C,41.660518646240234%
2023-03-02T16:25:00+04:00 Dubai,23.959514617919922°C,41.660518646240234%
2023-03-02T16:30:00+04:00 Dubai,23.959514617919922°C,41.660518646240234%
2023-03-02T16:35:00+04:00 Dubai,23.959514617919922°C,41.660518646240234%
2023-03-02T16:40:00+04:00 Dubai,23.959514617919922°C,41.660518646240234%
2023-03-02T16:45:00+04:00 Dubai,24.10944366455078°C,41.660518646240234%
2023-03-02T16:50:00+04:00 Dubai,24.10944366455078°C,41.660518646240234%
2023-03-02T16:55:00+04:00 Dubai,24.10944366455078°C,41.660518646240234%
2023-03-02T17:00:00+04:00 Dubai,24.10944366455078°C,41.660518646240234%
2023-03-02T17:05:00+04:00 Dubai,24.10944366455078°C,41.660518646240234%
2023-03-02T17:10:00+04:00 Dubai,24.10944366455078°C,41.660518646240234%
2023-03-02T17:15:00+04:00 Dubai,23.9598445892334°C,41.660518646240234%
2023-03-02T17:20:00+04:00 Dubai,23.9598445892334°C,41.660518646240234%
2023-03-02T17:25:00+04:00 Dubai,23.9598445892334°C,41.660518646240234%
2023-03-02T17:30:00+04:00 Dubai,23.9598445892334°C,41.660518646240234%
2023-03-02T17:35:00+04:00 Dubai,23.9598445892334°C,41.660518646240234%
2023-03-02T17:40:00+04:00 Dubai,23.9598445892334°C,41.660518646240234%
2023-03-02T17:45:00+04:00 Dubai,23.9598445892334°C,41.660518646240234%
2023-03-02T17:50:00+04:00 Dubai,23.810138702392578°C,40.544315338134766%
2023-03-02T17:55:00+04:00 Dubai,23.810138702392578°C,40.544315338134766%
2023-03-02T18:00:00+04:00 Dubai,23.810138702392578°C,39.50846862792969%
2023-03-02T18:05:00+04:00 Dubai,23.661474227905273°C,38.446163177490234%
2023-03-02T18:10:00+04:00 Dubai,23.661474227905273°C,37.18070983886719%
2023-03-02T18:15:00+04:00 Dubai,23.661474227905273°C,36.15138244628906%
2023-03-02T18:20:00+04:00 Dubai,23.661474227905273°C,37.211307525634766%
2023-03-02T18:25:00+04:00 Dubai,23.661474227905273°C,37.211307525634766%
2023-03-02T18:30:00+04:00 Dubai,23.512680053710938°C,37.211307525634766%
2023-03-02T18:35:00+04:00 Dubai,23.512680053710938°C,37.211307525634766%
2023-03-02T18:40:00+04:00 Dubai,23.512680053710938°C,37.211307525634766%
2023-03-02T18:45:00+04:00 Dubai,23.512680053710938°C,37.211307525634766%
2023-03-02T18:50:00+04:00 Dubai,23.512680053710938°C,37.211307525634766%
2023-03-02T18:55:00+04:00 Dubai,23.512680053710938°C,37.211307525634766%
2023-03-02T19:00:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T19:05:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T19:10:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T19:15:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T19:20:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T19:25:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T19:30:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T19:35:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T19:40:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T19:45:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T19:50:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T19:55:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T20:00:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T20:05:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T20:10:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T20:15:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T20:20:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T20:25:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T20:30:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T20:35:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T20:40:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T20:45:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T20:50:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T20:55:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T21:00:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T21:05:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T21:10:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T21:15:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T21:20:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T21:25:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T21:30:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T21:35:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T21:40:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T21:45:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T21:50:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T21:55:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T22:00:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T22:05:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T22:10:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T22:15:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T22:20:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T22:25:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T22:30:00+04:00 Dubai,23.363710403442383°C,37.211307525634766%
2023-03-02T22:35:00+04:00 Dubai,23.214282989501953°C,37.211307525634766%
2023-03-02T22:40:00+04:00 Dubai,23.214282989501953°C,37.211307525634766%
2023-03-02T22:45:00+04:00 Dubai,23.214282989501953°C,37.211307525634766%
2023-03-02T22:50:00+04:00 Dubai,23.214282989501953°C,37.211307525634766%
2023-03-02T22:55:00+04:00 Dubai,23.214282989501953°C,37.211307525634766%
2023-03-02T23:00:00+04:00 Dubai,23.214282989501953°C,37.211307525634766%
2023-03-02T23:05:00+04:00 Dubai,23.214282989501953°C,37.211307525634766%
2023-03-02T23:10:00+04:00 Dubai,23.214282989501953°C,37.211307525634766%
2023-03-02T23:15:00+04:00 Dubai,23.214282989501953°C,37.211307525634766%
2023-03-02T23:20:00+04:00 Dubai,23.214282989501953°C,37.211307525634766%
2023-03-02T23:25:00+04:00 Dubai,23.06568145751953°C,37.211307525634766%
2023-03-02T23:30:00+04:00 Dubai,23.06568145751953°C,37.211307525634766%
2023-03-02T23:35:00+04:00 Dubai,23.06568145751953°C,37.211307525634766%
2023-03-02T23:40:00+04:00 Dubai,23.06568145751953°C,37.211307525634766%
2023-03-02T23:45:00+04:00 Dubai,23.06568145751953°C,37.211307525634766%
2023-03-02T23:50:00+04:00 Dubai,23.06568145751953°C,37.211307525634766%
2023-03-02T23:55:00+04:00 Dubai,23.06568145751953°C,37.211307525634766%
2023-03-03T00:00:00+04:00 Dubai,23.06568145751953°C,0%
2023-03-03T00:05:00+04:00 Dubai,23.06568145751953°C,0%
2023-03-03T00:10:00+04:00 Dubai,23.06568145751953°C,25.217334747314453%
2023-03-03T00:15:00+04:00 Dubai,23.06568145751953°C,25.217334747314453%
2023-03-03T00:20:00+04:00 Dubai,23.06568145751953°C,25.217334747314453%
2023-03-03T00:25:00+04:00 Dubai,23.06568145751953°C,25.217334747314453%
2023-03-03T00:30:00+04:00 Dubai,23.06568145751953°C,25.217334747314453%
2023-03-03T00:35:00+04:00 Dubai,23.06568145751953°C,25.217334747314453%
2023-03-03T00:40:00+04:00 Dubai,23.06568145751953°C,25.217334747314453%
2023-03-03T00:45:00+04:00 Dubai,23.06568145751953°C,25.217334747314453%
2023-03-03T00:50:00+04:00 Dubai,23.06568145751953°C,25.217334747314453%
2023-03-03T00:55:00+04:00 Dubai,23.06568145751953°C,26.223377227783203%
2023-03-03T01:00:00+04:00 Dubai,23.06568145751953°C,26.223377227783203%
2023-03-03T01:05:00+04:00 Dubai,22.91717529296875°C,26.223377227783203%
2023-03-03T01:10:00+04:00 Dubai,22.91717529296875°C,27.24859046936035%
2023-03-03T01:15:00+04:00 Dubai,22.91717529296875°C,27.24859046936035%
2023-03-03T01:20:00+04:00 Dubai,22.91717529296875°C,27.24859046936035%
2023-03-03T01:25:00+04:00 Dubai,22.91717529296875°C,27.24859046936035%
2023-03-03T01:30:00+04:00 Dubai,22.91717529296875°C,28.239450454711914%
2023-03-03T01:35:00+04:00 Dubai,22.91717529296875°C,28.239450454711914%
2023-03-03T01:40:00+04:00 Dubai,22.91717529296875°C,28.239450454711914%
2023-03-03T01:45:00+04:00 Dubai,22.91717529296875°C,28.239450454711914%
2023-03-03T01:50:00+04:00 Dubai,22.91717529296875°C,29.25685691833496%
2023-03-03T01:55:00+04:00 Dubai,22.91717529296875°C,29.25685691833496%
2023-03-03T02:00:00+04:00 Dubai,22.91717529296875°C,29.25685691833496%
2023-03-03T02:05:00+04:00 Dubai,22.91717529296875°C,30.290489196777344%
2023-03-03T02:10:00+04:00 Dubai,22.91717529296875°C,30.290489196777344%
2023-03-03T02:15:00+04:00 Dubai,22.91717529296875°C,31.390684127807617%
2023-03-03T02:20:00+04:00 Dubai,22.91717529296875°C,31.390684127807617%
2023-03-03T02:25:00+04:00 Dubai,22.91717529296875°C,32.43266296386719%
2023-03-03T02:30:00+04:00 Dubai,22.91717529296875°C,33.454280853271484%
2023-03-03T02:35:00+04:00 Dubai,22.91717529296875°C,34.49201202392578%
2023-03-03T02:40:00+04:00 Dubai,22.91717529296875°C,34.49201202392578%
2023-03-03T02:45:00+04:00 Dubai,22.91717529296875°C,34.49201202392578%
2023-03-03T02:50:00+04:00 Dubai,22.91717529296875°C,34.49201202392578%
2023-03-03T02:55:00+04:00 Dubai,22.91717529296875°C,34.49201202392578%
2023-03-03T03:00:00+04:00 Dubai,22.91717529296875°C,34.49201202392578%
2023-03-03T03:05:00+04:00 Dubai,22.91717529296875°C,34.49201202392578%
2023-03-03T03:10:00+04:00 Dubai,22.91717529296875°C,34.49201202392578%
2023-03-03T03:15:00+04:00 Dubai,22.91717529296875°C,34.49201202392578%
2023-03-03T03:20:00+04:00 Dubai,22.91717529296875°C,34.49201202392578%
2023-03-03T03:25:00+04:00 Dubai,22.91717529296875°C,34.49201202392578%
2023-03-03T03:30:00+04:00 Dubai,22.91717529296875°C,34.49201202392578%
2023-03-03T03:35:00+04:00 Dubai,22.91717529296875°C,34.49201202392578%
2023-03-03T03:40:00+04:00 Dubai,22.91717529296875°C,34.49201202392578%
2023-03-03T03:45:00+04:00 Dubai,22.91717529296875°C,34.49201202392578%
2023-03-03T03:50:00+04:00 Dubai,22.91717529296875°C,34.49201202392578%
2023-03-03T03:55:00+04:00 Dubai,22.91717529296875°C,34.49201202392578%
2023-03-03T04:00:00+04:00 Dubai,22.768001556396484°C,34.49201202392578%
2023-03-03T04:05:00+04:00 Dubai,22.768001556396484°C,34.49201202392578%
2023-03-03T04:10:00+04:00 Dubai,22.768001556396484°C,34.49201202392578%
2023-03-03T04:15:00+04:00 Dubai,22.768001556396484°C,34.49201202392578%
2023-03-03T04:20:00+04:00 Dubai,22.768001556396484°C,34.49201202392578%
2023-03-03T04:25:00+04:00 Dubai,22.768001556396484°C,34.49201202392578%
2023-03-03T04:30:00+04:00 Dubai,22.768001556396484°C,34.49201202392578%
2023-03-03T04:35:00+04:00 Dubai,22.768001556396484°C,34.49201202392578%
2023-03-03T04:40:00+04:00 Dubai,22.768001556396484°C,34.49201202392578%
2023-03-03T04:45:00+04:00 Dubai,22.768001556396484°C,35.53285217285156%
2023-03-03T04:50:00+04:00 Dubai,22.768001556396484°C,35.53285217285156%
2023-03-03T04:55:00+04:00 Dubai,22.768001556396484°C,35.53285217285156%
2023-03-03T05:00:00+04:00 Dubai,22.768001556396484°C,36.62824249267578%
2023-03-03T05:05:00+04:00 Dubai,22.768001556396484°C,36.62824249267578%
2023-03-03T05:10:00+04:00 Dubai,22.768001556396484°C,37.699913024902344%
2023-03-03T05:15:00+04:00 Dubai,22.768001556396484°C,37.699913024902344%
2023-03-03T05:20:00+04:00 Dubai,22.768001556396484°C,38.750511169433594%
2023-03-03T05:25:00+04:00 Dubai,22.768001556396484°C,38.750511169433594%
2023-03-03T05:30:00+04:00 Dubai,22.768001556396484°C,38.750511169433594%
2023-03-03T05:35:00+04:00 Dubai,22.768001556396484°C,38.750511169433594%
2023-03-03T05:40:00+04:00 Dubai,22.768001556396484°C,38.750511169433594%
2023-03-03T05:45:00+04:00 Dubai,22.768001556396484°C,38.750511169433594%
2023-03-03T05:50:00+04:00 Dubai,22.768001556396484°C,38.750511169433594%
2023-03-03T05:55:00+04:00 Dubai,22.768001556396484°C,38.750511169433594%
2023-03-03T06:00:00+04:00 Dubai,22.768001556396484°C,38.750511169433594%
2023-03-03T06:05:00+04:00 Dubai,22.768001556396484°C,38.750511169433594%
2023-03-03T06:10:00+04:00 Dubai,22.768001556396484°C,38.750511169433594%
2023-03-03T06:15:00+04:00 Dubai,22.768001556396484°C,38.750511169433594%
2023-03-03T06:20:00+04:00 Dubai,22.768001556396484°C,38.750511169433594%
2023-03-03T06:25:00+04:00 Dubai,22.768001556396484°C,38.750511169433594%
2023-03-03T06:30:00+04:00 Dubai,22.768001556396484°C,38.750511169433594%
2023-03-03T06:35:00+04:00 Dubai,22.768001556396484°C,38.750511169433594%
2023-03-03T06:40:00+04:00 Dubai,22.768001556396484°C,38.750511169433594%
2023-03-03T06:45:00+04:00 Dubai,22.768001556396484°C,38.750511169433594%
2023-03-03T06:50:00+04:00 Dubai,22.768001556396484°C,38.750511169433594%
2023-03-03T06:55:00+04:00 Dubai,22.768001556396484°C,38.750511169433594%
2023-03-03T07:00:00+04:00 Dubai,22.768001556396484°C,38.750511169433594%
2023-03-03T07:05:00+04:00 Dubai,22.768001556396484°C,38.750511169433594%
2023-03-03T07:10:00+04:00 Dubai,22.768001556396484°C,38.750511169433594%
2023-03-03T07:15:00+04:00 Dubai,22.768001556396484°C,38.750511169433594%
2023-03-03T07:20:00+04:00 Dubai,22.768001556396484°C,38.750511169433594%
2023-03-03T07:25:00+04:00 Dubai,22.768001556396484°C,38.750511169433594%
2023-03-03T07:30:00+04:00 Dubai,22.768001556396484°C,38.750511169433594%
2023-03-03T07:35:00+04:00 Dubai,22.768001556396484°C,38.750511169433594%
2023-03-03T07:40:00+04:00 Dubai,22.768001556396484°C,38.750511169433594%
2023-03-03T07:45:00+04:00 Dubai,22.768001556396484°C,38.750511169433594%
2023-03-03T07:50:00+04:00 Dubai,22.768001556396484°C,38.750511169433594%
2023-03-03T07:55:00+04:00 Dubai,22.768001556396484°C,38.750511169433594%
2023-03-03T08:00:00+04:00 Dubai,22.768001556396484°C,38.750511169433594%
2023-03-03T08:05:00+04:00 Dubai,22.768001556396484°C,38.750511169433594%
2023-03-03T08:10:00+04:00 Dubai,22.768001556396484°C,38.750511169433594%
2023-03-03T08:15:00+04:00 Dubai,22.768001556396484°C,38.750511169433594%
2023-03-03T08:20:00+04:00 Dubai,22.768001556396484°C,38.750511169433594%
2023-03-03T08:25:00+04:00 Dubai,22.768001556396484°C,38.750511169433594%
2023-03-03T08:30:00+04:00 Dubai,22.768001556396484°C,38.750511169433594%
2023-03-03T08:35:00+04:00 Dubai,22.768001556396484°C,38.750511169433594%
2023-03-03T08:40:00+04:00 Dubai,22.768001556396484°C,38.750511169433594%
2023-03-03T08:45:00+04:00 Dubai,22.768001556396484°C,38.750511169433594%
2023-03-03T08:50:00+04:00 Dubai,22.91683006286621°C,38.750511169433594%
2023-03-03T08:55:00+04:00 Dubai,22.91683006286621°C,38.750511169433594%
2023-03-03T09:00:00+04:00 Dubai,22.91683006286621°C,38.750511169433594%
2023-03-03T09:05:00+04:00 Dubai,23.065366744995117°C,38.750511169433594%
2023-03-03T09:10:00+04:00 Dubai,23.065366744995117°C,38.750511169433594%
2023-03-03T09:15:00+04:00 Dubai,23.065366744995117°C,38.750511169433594%
2023-03-03T09:20:00+04:00 Dubai,23.065366744995117°C,38.750511169433594%
2023-03-03T09:25:00+04:00 Dubai,23.214811325073242°C,38.750511169433594%
2023-03-03T09:30:00+04:00 Dubai,23.214811325073242°C,40.224754333496094%
2023-03-03T09:35:00+04:00 Dubai,23.214811325073242°C,41.42012405395508%
2023-03-03T09:40:00+04:00 Dubai,23.214811325073242°C,42.70641326904297%
2023-03-03T09:45:00+04:00 Dubai,23.364500045776367°C,41.648529052734375%
2023-03-03T09:50:00+04:00 Dubai,23.364500045776367°C,41.648529052734375%
2023-03-03T09:55:00+04:00 Dubai,23.364500045776367°C,41.648529052734375%
2023-03-03T10:00:00+04:00 Dubai,23.364500045776367°C,41.648529052734375%
2023-03-03T10:05:00+04:00 Dubai,23.364500045776367°C,41.648529052734375%
2023-03-03T10:10:00+04:00 Dubai,23.513273239135742°C,44.08904266357422%
2023-03-03T10:15:00+04:00 Dubai,23.513273239135742°C,45.154052734375%
2023-03-03T10:20:00+04:00 Dubai,23.513273239135742°C,47.714637756347656%
2023-03-03T10:25:00+04:00 Dubai,23.513273239135742°C,46.391929626464844%
2023-03-03T10:30:00+04:00 Dubai,23.513273239135742°C,46.391929626464844%
2023-03-03T10:35:00+04:00 Dubai,23.513273239135742°C,46.391929626464844%
2023-03-03T10:40:00+04:00 Dubai,23.513273239135742°C,47.427879333496094%
2023-03-03T10:45:00+04:00 Dubai,23.513273239135742°C,47.427879333496094%
2023-03-03T10:50:00+04:00 Dubai,23.513273239135742°C,47.427879333496094%
2023-03-03T10:55:00+04:00 Dubai,23.66242027282715°C,47.427879333496094%
2023-03-03T11:00:00+04:00 Dubai,23.66242027282715°C,47.427879333496094%
2023-03-03T11:05:00+04:00 Dubai,23.66242027282715°C,47.427879333496094%
2023-03-03T11:10:00+04:00 Dubai,23.66242027282715°C,47.427879333496094%
2023-03-03T11:15:00+04:00 Dubai,23.81178092956543°C,47.427879333496094%
2023-03-03T11:20:00+04:00 Dubai,23.81178092956543°C,47.427879333496094%
2023-03-03T11:25:00+04:00 Dubai,23.81178092956543°C,47.427879333496094%
2023-03-03T11:30:00+04:00 Dubai,23.81178092956543°C,47.427879333496094%
2023-03-03T11:35:00+04:00 Dubai,23.81178092956543°C,47.427879333496094%
2023-03-03T11:40:00+04:00 Dubai,23.81178092956543°C,47.427879333496094%
2023-03-03T11:45:00+04:00 Dubai,23.81178092956543°C,47.427879333496094%
2023-03-03T11:50:00+04:00 Dubai,23.81178092956543°C,47.427879333496094%
2023-03-03T11:55:00+04:00 Dubai,23.81178092956543°C,47.427879333496094%
2023-03-03T12:00:00+04:00 Dubai,23.81178092956543°C,47.427879333496094%
2023-03-03T12:05:00+04:00 Dubai,23.81178092956543°C,47.427879333496094%
2023-03-03T12:10:00+04:00 Dubai,23.81178092956543°C,47.427879333496094%
2023-03-03T12:15:00+04:00 Dubai,23.81178092956543°C,47.427879333496094%
2023-03-03T12:20:00+04:00 Dubai,23.81178092956543°C,47.427879333496094%
2023-03-03T12:25:00+04:00 Dubai,23.81178092956543°C,47.427879333496094%
2023-03-03T12:30:00+04:00 Dubai,23.81178092956543°C,47.427879333496094%
2023-03-03T12:35:00+04:00 Dubai,23.81178092956543°C,47.427879333496094%
2023-03-03T12:40:00+04:00 Dubai,23.81178092956543°C,47.427879333496094%
2023-03-03T12:45:00+04:00 Dubai,23.81178092956543°C,47.427879333496094%
2023-03-03T12:50:00+04:00 Dubai,23.81178092956543°C,47.427879333496094%
2023-03-03T12:55:00+04:00 Dubai,23.81178092956543°C,47.427879333496094%
2023-03-03T13:00:00+04:00 Dubai,23.81178092956543°C,47.427879333496094%
2023-03-03T13:05:00+04:00 Dubai,23.81178092956543°C,47.427879333496094%
2023-03-03T13:10:00+04:00 Dubai,23.81178092956543°C,47.427879333496094%
2023-03-03T13:15:00+04:00 Dubai,23.81178092956543°C,47.427879333496094%
