ts,DMC Building 1 Data Quality Tests Dup of AHU_04_B1 Return Air Temp,DMC Building 1 Data Quality Tests New-Point
2023-03-15T16:30:00+04:00 Dubai,24.268239974975586°C,69.76273345947266%
2023-03-15T16:35:00+04:00 Dubai,24.268239974975586°C,69.76273345947266%
2023-03-15T16:40:00+04:00 Dubai,24.268239974975586°C,69.76273345947266%
2023-03-15T16:45:00+04:00 Dubai,24.268239974975586°C,68.42048645019531%
2023-03-15T16:50:00+04:00 Dubai,24.268239974975586°C,67.11434173583984%
2023-03-15T16:55:00+04:00 Dubai,24.418100357055664°C,93.63619232177734%
2023-03-15T17:00:00+04:00 Dubai,24.567495346069336°C,99.0747299194336%
2023-03-15T17:05:00+04:00 Dubai,24.871063232421875°C,99.0747299194336%
2023-03-15T17:10:00+04:00 Dubai,25.174068450927734°C,99.0747299194336%
2023-03-15T17:15:00+04:00 Dubai,25.472055435180664°C,99.0747299194336%
2023-03-15T17:20:00+04:00 Dubai,25.62139129638672°C,99.0747299194336%
2023-03-15T17:25:00+04:00 Dubai,25.771434783935547°C,99.0747299194336%
2023-03-15T17:30:00+04:00 Dubai,25.92169952392578°C,99.0747299194336%
2023-03-15T17:35:00+04:00 Dubai,26.070833206176758°C,99.0747299194336%
2023-03-15T17:40:00+04:00 Dubai,26.219825744628906°C,99.0747299194336%
2023-03-15T17:45:00+04:00 Dubai,26.219825744628906°C,99.0747299194336%
2023-03-15T17:50:00+04:00 Dubai,26.369049072265625°C,99.0747299194336%
2023-03-15T17:55:00+04:00 Dubai,26.369049072265625°C,99.0747299194336%
2023-03-15T18:00:00+04:00 Dubai,26.369049072265625°C,99.0747299194336%
2023-03-15T18:05:00+04:00 Dubai,26.517732620239258°C,99.0747299194336%
2023-03-15T18:10:00+04:00 Dubai,26.517732620239258°C,99.0747299194336%
2023-03-15T18:15:00+04:00 Dubai,26.517732620239258°C,99.0747299194336%
2023-03-15T18:20:00+04:00 Dubai,26.517732620239258°C,99.0747299194336%
2023-03-15T18:25:00+04:00 Dubai,26.517732620239258°C,99.0747299194336%
2023-03-15T18:30:00+04:00 Dubai,26.517732620239258°C,99.0747299194336%
2023-03-15T18:35:00+04:00 Dubai,26.517732620239258°C,99.0747299194336%
2023-03-15T18:40:00+04:00 Dubai,26.517732620239258°C,99.0747299194336%
2023-03-15T18:45:00+04:00 Dubai,26.517732620239258°C,99.0747299194336%
2023-03-15T18:50:00+04:00 Dubai,26.517732620239258°C,99.0747299194336%
2023-03-15T18:55:00+04:00 Dubai,26.517732620239258°C,99.0747299194336%
2023-03-15T19:00:00+04:00 Dubai,26.517732620239258°C,99.0747299194336%
2023-03-15T19:05:00+04:00 Dubai,26.517732620239258°C,99.0747299194336%
2023-03-15T19:10:00+04:00 Dubai,26.517732620239258°C,99.0747299194336%
2023-03-15T19:15:00+04:00 Dubai,26.517732620239258°C,99.0747299194336%
2023-03-15T19:20:00+04:00 Dubai,26.517732620239258°C,99.0747299194336%
2023-03-15T19:25:00+04:00 Dubai,26.517732620239258°C,99.0747299194336%
2023-03-15T19:30:00+04:00 Dubai,26.517732620239258°C,99.0747299194336%
2023-03-15T19:35:00+04:00 Dubai,26.517732620239258°C,99.0747299194336%
2023-03-15T19:40:00+04:00 Dubai,26.517732620239258°C,99.0747299194336%
2023-03-15T19:45:00+04:00 Dubai,26.517732620239258°C,99.0747299194336%
2023-03-15T19:50:00+04:00 Dubai,26.517732620239258°C,99.0747299194336%
2023-03-15T19:55:00+04:00 Dubai,26.517732620239258°C,99.0747299194336%
2023-03-15T20:00:00+04:00 Dubai,26.517732620239258°C,99.0747299194336%
2023-03-15T20:05:00+04:00 Dubai,26.517732620239258°C,99.0747299194336%
2023-03-15T20:10:00+04:00 Dubai,26.517732620239258°C,99.0747299194336%
2023-03-15T20:15:00+04:00 Dubai,26.517732620239258°C,99.0747299194336%
2023-03-15T20:20:00+04:00 Dubai,26.517732620239258°C,99.0747299194336%
2023-03-15T20:25:00+04:00 Dubai,26.363826751708984°C,99.0747299194336%
2023-03-15T20:30:00+04:00 Dubai,25.909881591796875°C,99.0747299194336%
2023-03-15T20:35:00+04:00 Dubai,25.76069450378418°C,99.0747299194336%
2023-03-15T20:40:00+04:00 Dubai,25.76069450378418°C,99.0747299194336%
2023-03-15T20:45:00+04:00 Dubai,25.611831665039062°C,99.0747299194336%
2023-03-15T20:50:00+04:00 Dubai,25.463197708129883°C,99.0747299194336%
2023-03-15T20:55:00+04:00 Dubai,25.312463760375977°C,99.0747299194336%
2023-03-15T21:00:00+04:00 Dubai,25.16269302368164°C,99.0747299194336%
2023-03-15T21:05:00+04:00 Dubai,24.860565185546875°C,99.0747299194336%
2023-03-15T21:10:00+04:00 Dubai,24.71137046813965°C,99.0747299194336%
2023-03-15T21:15:00+04:00 Dubai,24.71137046813965°C,99.0747299194336%
2023-03-15T21:20:00+04:00 Dubai,24.560949325561523°C,95.08921813964844%
2023-03-15T21:25:00+04:00 Dubai,24.560949325561523°C,88.68311309814453%
2023-03-15T21:30:00+04:00 Dubai,24.560949325561523°C,81.2464370727539%
2023-03-15T21:35:00+04:00 Dubai,24.41126251220703°C,73.90223693847656%
2023-03-15T21:40:00+04:00 Dubai,24.41126251220703°C,68.05455017089844%
2023-03-15T21:45:00+04:00 Dubai,24.41126251220703°C,65.1932373046875%
2023-03-15T21:50:00+04:00 Dubai,24.41126251220703°C,58.391807556152344%
2023-03-15T21:55:00+04:00 Dubai,24.41126251220703°C,53.396446228027344%
2023-03-15T22:00:00+04:00 Dubai,24.41126251220703°C,49.26892852783203%
2023-03-15T22:05:00+04:00 Dubai,24.262693405151367°C,45.326637268066406%
2023-03-15T22:10:00+04:00 Dubai,24.262693405151367°C,41.70051956176758%
2023-03-15T22:15:00+04:00 Dubai,24.262693405151367°C,40.581512451171875%
2023-03-15T22:20:00+04:00 Dubai,24.112316131591797°C,37.085777282714844%
2023-03-15T22:25:00+04:00 Dubai,24.112316131591797°C,42.01927185058594%
2023-03-15T22:30:00+04:00 Dubai,24.112316131591797°C,42.01927185058594%
2023-03-15T22:35:00+04:00 Dubai,24.112316131591797°C,42.01927185058594%
2023-03-15T22:40:00+04:00 Dubai,24.112316131591797°C,40.96246337890625%
2023-03-15T22:45:00+04:00 Dubai,23.963497161865234°C,39.90614318847656%
2023-03-15T22:50:00+04:00 Dubai,23.963497161865234°C,39.90614318847656%
2023-03-15T22:55:00+04:00 Dubai,23.963497161865234°C,39.90614318847656%
2023-03-15T23:00:00+04:00 Dubai,23.963497161865234°C,38.768245697021484%
2023-03-15T23:05:00+04:00 Dubai,23.963497161865234°C,38.768245697021484%
2023-03-15T23:10:00+04:00 Dubai,23.963497161865234°C,38.768245697021484%
2023-03-15T23:15:00+04:00 Dubai,23.963497161865234°C,38.768245697021484%
2023-03-15T23:20:00+04:00 Dubai,23.963497161865234°C,37.55059051513672%
2023-03-15T23:25:00+04:00 Dubai,23.963497161865234°C,37.55059051513672%
2023-03-15T23:30:00+04:00 Dubai,23.963497161865234°C,37.55059051513672%
2023-03-15T23:35:00+04:00 Dubai,23.963497161865234°C,37.55059051513672%
2023-03-15T23:40:00+04:00 Dubai,23.963497161865234°C,37.55059051513672%
2023-03-15T23:45:00+04:00 Dubai,23.963497161865234°C,37.55059051513672%
2023-03-15T23:50:00+04:00 Dubai,23.963497161865234°C,37.55059051513672%
2023-03-15T23:55:00+04:00 Dubai,23.963497161865234°C,37.55059051513672%
2023-03-16T00:00:00+04:00 Dubai,23.814599990844727°C,0%
2023-03-16T00:05:00+04:00 Dubai,23.814599990844727°C,0%
2023-03-16T00:10:00+04:00 Dubai,23.814599990844727°C,27.537527084350586%
2023-03-16T00:15:00+04:00 Dubai,23.814599990844727°C,29.213008880615234%
2023-03-16T00:20:00+04:00 Dubai,23.814599990844727°C,33.08824920654297%
2023-03-16T00:25:00+04:00 Dubai,23.814599990844727°C,37.11880111694336%
2023-03-16T00:30:00+04:00 Dubai,23.814599990844727°C,35.41889953613281%
2023-03-16T00:35:00+04:00 Dubai,23.666053771972656°C,34.421852111816406%
2023-03-16T00:40:00+04:00 Dubai,23.666053771972656°C,35.569610595703125%
2023-03-16T00:45:00+04:00 Dubai,23.666053771972656°C,36.74072265625%
2023-03-16T00:50:00+04:00 Dubai,23.666053771972656°C,37.931007385253906%
2023-03-16T00:55:00+04:00 Dubai,23.666053771972656°C,37.931007385253906%
2023-03-16T01:00:00+04:00 Dubai,23.666053771972656°C,38.95269012451172%
2023-03-16T01:05:00+04:00 Dubai,23.51654052734375°C,40.0389518737793%
2023-03-16T01:10:00+04:00 Dubai,23.51654052734375°C,40.0389518737793%
2023-03-16T01:15:00+04:00 Dubai,23.51654052734375°C,40.0389518737793%
2023-03-16T01:20:00+04:00 Dubai,23.51654052734375°C,40.0389518737793%
2023-03-16T01:25:00+04:00 Dubai,23.51654052734375°C,40.0389518737793%
